uri,is_viral,repost_5m,repost_15m,repost_30m,repost_60m,repost_15_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_growth_30_to_60m,like_5m,like_15m,like_30m,like_60m,like_15_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_growth_30_to_60m,reply_5m,reply_15m,reply_30m,reply_60m,reply_15_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_growth_30_to_60m,quote_5m,quote_15m,quote_30m,quote_60m,quote_15_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_growth_30_to_60m,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_followers_log,author_is_whale,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m
at://did:plc:wzomutdimrovy4zhc2cjvyd3/app.bsky.feed.post/3mjf5qv4egs2t,0,4,9,9,9,0,-9,0.0,0.4,0.9,21,36,36,36,0,-36,0.0,0.5675675675675675,0.972972972972973,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,0,1,1,1,0,-1,0.0,0.0,0.5,14.741123,23.653117,93.613398,793.257063,120,1,0,0.0,0,48,3.6,0.2,0.1
at://did:plc:6eobpxcs7olbivmow4afmepq/app.bsky.feed.post/3mjf5qoziesk2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,78,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mjf5qxxpqs2c,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,297,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:vaxaltlvjtjgv6yor2qpaiz3/app.bsky.feed.post/3mjf5qrs42c2r,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,31,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:j5flsmqtav4ud7qrkuh2cww4/app.bsky.feed.post/3mjf5qonc3c22,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,15,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:w5iwkf3rodztiu5lgrcyszjq/app.bsky.feed.post/3mjf5qwxuqc2m,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,25,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:yjgfz5ezxhbqhgd6mupb5kbr/app.bsky.feed.post/3mjf5qomds6t2,0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,22.871644,9999.0,23.263517,9999.0,86,0,0,0.0,0,2,0.0,0.5,0.0
at://did:plc:xq5jedcub3xtccjs5djp6xvv/app.bsky.feed.post/3mjf5qx7dyk2v,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,67,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:gsofji73zwt45kjn7dwvwrfk/app.bsky.feed.post/3mjf5qqyhqc24,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,81.85392,9999.0,9999.0,288,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:opl3ukpijiyduwdygmkfggkk/app.bsky.feed.post/3mjf5qxljnc24,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,835.323936,9999.0,9999.0,75,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:s5doq3wqw6nto2q3ligzlfqw/app.bsky.feed.post/3mjf5quhihs2x,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,2,2,0,-2,0.0,0.0,0.6666666666666666,0,1,1,1,0,-1,0.0,0.0,0.5,1,1,1,1,0,-1,0.0,0.5,0.5,9999.0,325.99144,324.111418,64.823339,103,1,0,0.0,0,4,2.0,1.0,1.0
at://did:plc:6zlrep2djswlizvycgdf2lox/app.bsky.feed.post/3mjf5qhwbqs72,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,0,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:4yjzrrb25ak2xdio2ptxglfr/app.bsky.feed.post/3mjf5qxdqmk2x,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,192.44726,9999.0,40,0,0,0.0,0,1,0.0,1.0,0.0
at://did:plc:bk4ufyv4knznlbii3wyszz5t/app.bsky.feed.post/3mjf5qxlr5p2q,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,23,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:gsqoqdindczw3og4nchk7ef5/app.bsky.feed.post/3mjf5qx4i7222,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,35.406824,9999.0,64,0,0,0.0,0,1,0.0,1.0,0.0
at://did:plc:gv5ryfrhjabwb23kmtc25mrp/app.bsky.feed.post/3mjf5qwnwes2n,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,210,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:srjpjeeopazaxjdxj22mlka7/app.bsky.feed.post/3mjf5qwwskk2o,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,72.779534,9999.0,160,0,0,0.0,0,2,0.0,2.0,0.0
at://did:plc:yl2qn2grfximk54t5ezxddwg/app.bsky.feed.post/3mjf5quzgos2m,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,27,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:cegiy4pfghh4rjs7ks7pbnkm/app.bsky.feed.post/3mjf5qxbcqx2i,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,277,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:thigwmb2qmhio4p6k6g3r64j/app.bsky.feed.post/3mjf5qrnark2c,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,42.315665,9999.0,9999.0,72,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:sa3qvcrn3thtyyikyjpy5dwt/app.bsky.feed.post/3mjf5qwvlik2o,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,84,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:wlqajpffxdzotugoqqibtymv/app.bsky.feed.post/3mjf5qx43hd2w,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,134,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ey7jwvrlsu7wyeztbyuans24/app.bsky.feed.post/3mjf5qwdpa22u,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,49.820945,9999.0,9999.0,26,0,0,0.0,0,2,2.0,0.0,0.0
at://did:plc:2f7gryrdff5z2m4y32ma7cyj/app.bsky.feed.post/3mjf5qvzcfp2u,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,106,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:i4bfh2tyxihe2ksplmtcoopk/app.bsky.feed.post/3mjf5qwqv4226,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,15.478817,9999.0,9999.0,165,0,0,0.0,0,2,2.0,0.0,0.0
at://did:plc:rrnffhvbadtjdihmeeurfim7/app.bsky.feed.post/3mjf5qwkouc2s,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,138.774034,9999.0,63,0,0,0.0,0,2,0.0,2.0,0.0
at://did:plc:dh3v4e4vvcorfk65jjiuaws6/app.bsky.feed.post/3mjf5qtstdk2f,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,1.712854,9999.0,242,1,0,0.0,0,1,0.0,1.0,0.0
at://did:plc:cegiy4pfghh4rjs7ks7pbnkm/app.bsky.feed.post/3mjf5qwhkmv22,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,277,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:7epnfisas5ghxrshrhog2bxy/app.bsky.feed.post/3mjf5qgecxs2f,0,0,0,0,0,0,0,0.0,0.0,0.0,3,7,7,7,0,-7,0.0,0.375,0.875,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,57.393698,9999.0,9999.0,51,1,0,0.0,0,7,7.0,0.0,0.0
at://did:plc:2nqmwqw6ysu6flywywmffi6n/app.bsky.feed.post/3mjf5qubyos2b,0,0,0,0,0,0,0,0.0,0.0,0.0,3,5,5,5,0,-5,0.0,0.5,0.8333333333333334,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,85.375822,0.00295,9999.0,156,1,0,0.0,0,6,5.0,1.0,0.0
at://did:plc:nu5xkdthhkesobdae6icde44/app.bsky.feed.post/3mjf5qxztnk2c,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,-1,0.0,0.0,0.5,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,615.301142,728.617096,9999.0,299,0,0,0.0,0,2,1.0,1.0,0.0
at://did:plc:vvpptcx6tzk3erbutapgsvwu/app.bsky.feed.post/3mjf5qwkc622a,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,57,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:xbbtw6jpxh265rdccqtrdz2n/app.bsky.feed.post/3mjf5qvt7v22c,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,121,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:zbkp3ets7h555ydtb766pwdk/app.bsky.feed.post/3mjf5qu5ads2g,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,183.870866,9999.0,9999.0,88,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:sgdq3fzqjrfnwrg6gia57gff/app.bsky.feed.post/3mjf5qwgvrc2w,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,13,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ywrwzfxvfoirfbaf3fwgppd4/app.bsky.feed.post/3mjf5qt2qtc2k,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,46.488069,9999.0,9999.0,242,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:65z7eolahteouunpzkqzvime/app.bsky.feed.post/3mjf5qvmba22e,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,136,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:r5zpdoe4t352sb6yzibbgt3d/app.bsky.feed.post/3mjf5qec3tc2j,0,0,1,1,1,0,-1,0.0,0.0,0.5,7,13,13,13,0,-13,0.0,0.5,0.9285714285714286,2,4,4,4,0,-4,0.0,0.4,0.8,0,0,0,0,0,0,0.0,0.0,0.0,584.644432,42.429502,50.720712,9999.0,30,1,0,0.0,0,18,6.5,2.0,0.0
at://did:plc:3uwuez6vf6x4q4vwk65jjah7/app.bsky.feed.post/3mjf5quzkls2k,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,142.902699,9999.0,9999.0,75,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:prpsyqjgujtn4zry6um76rj4/app.bsky.feed.post/3mjf5qwkb6s2k,0,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,109.218752,108.389398,9999.0,9999.0,79,1,0,0.0,0,3,0.3333333333333333,0.0,0.0
at://did:plc:svhekvr24pkunrgiwvuaxbr4/app.bsky.feed.post/3mjf5pwaad22v,0,0,0,0,0,0,0,0.0,0.0,0.0,3,4,4,4,0,-4,0.0,0.6,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,8.473621,9999.0,9999.0,22,1,0,0.0,0,4,4.0,0.0,0.0
at://did:plc:dpnbrqvgt2cdsxkljxe66go4/app.bsky.feed.post/3mjf5qttlqs2l,0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,31.308395,9999.0,9999.0,69.812114,36,1,0,0.0,0,2,0.0,0.0,0.5
at://did:plc:5hmwaqhpyvvj7wnncc5x3dem/app.bsky.feed.post/3mjf5qvg6vc2f,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,31,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:xcwyk5kvncg5lj7ejkttw2q2/app.bsky.feed.post/3mjf5qonlas25,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,33.648521,9999.0,9999.0,77,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:t7ayozjaihpzd6h6f6d3h6rt/app.bsky.feed.post/3mjf5qvvart24,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,191,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:2zngfwb4hrorwydjcgzuz6c2/app.bsky.feed.post/3mjf5quyobk2g,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,261.970903,9999.0,9999.0,233,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:qr36yetm46y2p226rrtdimnk/app.bsky.feed.post/3mjf5qurtjk2z,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,170,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:7ica4ajguqkbhtizxxfrulnn/app.bsky.feed.post/3mjf5qwoluc2j,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,73.746794,9999.0,9999.0,300,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:iecqqyjpg77tllttyim7ihpl/app.bsky.feed.post/3mjf5qvbfl22t,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,207,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ltqsdiu55rvd4jtawln7e7rr/app.bsky.feed.post/3mjf5qvtw372w,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,136,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ioj3dmqlwowifija5ph53kdr/app.bsky.feed.post/3mjf5qssqxs2e,0,0,0,0,0,0,0,0.0,0.0,0.0,0,5,5,5,0,-5,0.0,0.0,0.8333333333333334,1,3,3,3,0,-3,0.0,0.25,0.75,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,312.11375,89.338546,9999.0,300,1,0,0.0,0,8,5.0,3.0,0.0
at://did:plc:neo3hnoon6jzij3ou3znpt4x/app.bsky.feed.post/3mjf5qvma2n2c,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,125,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mjf5qvaumc2r,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,156,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:nv7xummlynwv5oidcu7cpa42/app.bsky.feed.post/3mjf5qviad22a,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,7,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:hkjeuoiinj35d2js5z65vmj5/app.bsky.feed.post/3mjf5qj4jac2v,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,300,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ep2v377sk7qybfuqb77oepzg/app.bsky.feed.post/3mjf5qt5wfc22,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,120,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:bfpdkcic743z5oynoksdnxyw/app.bsky.feed.post/3mjf5quemoc2l,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,225.56108,0.00404,9999.0,240,0,0,0.0,0,3,2.0,1.0,0.0
at://did:plc:nl7yych2obyeld352jvfcm62/app.bsky.feed.post/3mjf5qvczdc2r,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,236.525211,486.214575,9999.0,72,0,0,0.0,0,2,1.0,1.0,0.0
at://did:plc:lxldtxcbnzurvxq2res2cn3l/app.bsky.feed.post/3mjf5qsy6scbi,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,4,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:dfjwgfy4omodkvyd2a64gi77/app.bsky.feed.post/3mjf5quthbs2j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,654.476697,9999.0,9999.0,12,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:zx75nckngnsfpkadbxqb6s2w/app.bsky.feed.post/3mjf5qub6d22m,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,118.394736,9999.0,9999.0,298,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:kbpyxodi2ohti77d2wzi252u/app.bsky.feed.post/3mjf5quqpfc2m,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,146,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:6igintg6n2trdufinwp5blfu/app.bsky.feed.post/3mjf5qtpwks2v,0,0,0,0,0,0,0,0.0,0.0,0.0,5,11,11,11,0,-11,0.0,0.4166666666666667,0.9166666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,42.977371,9999.0,9999.0,300,1,0,0.0,0,11,11.0,0.0,0.0
at://did:plc:lhrml2aomwglbrsujnzwoiyz/app.bsky.feed.post/3mjf5qsm6z22o,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,29,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:7xsdunouug2zmlchy4xdnhff/app.bsky.feed.post/3mjf5qtoojk2j,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,173.12539,9999.0,9999.0,38,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:ynub4yv3iv4xr2avjmwfiphv/app.bsky.feed.post/3mjf5qr4njk27,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,299,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:qobvnkudcv3zlaklxxjduqoi/app.bsky.feed.post/3mjf5quj2pv2i,0,8,31,31,31,0,-31,0.0,0.25,0.96875,29,75,75,75,0,-75,0.0,0.3815789473684211,0.9868421052631579,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,14.119224,12.757664,684.288791,9999.0,71,1,0,0.0,0,107,2.34375,0.03125,0.0
at://did:plc:vm2pvwjnzcdrb43fqistm5wq/app.bsky.feed.post/3mjf5qu2ocs2t,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,25,0,0,0.0,0,0,0.0,0.0,0.0
