uri,is_viral,repost_5m,repost_15m,repost_30m,repost_60m,repost_15_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_growth_30_to_60m,like_5m,like_15m,like_30m,like_60m,like_15_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_growth_30_to_60m,reply_5m,reply_15m,reply_30m,reply_60m,reply_15_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_growth_30_to_60m,quote_5m,quote_15m,quote_30m,quote_60m,quote_15_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_growth_30_to_60m,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_followers_log,author_is_whale,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m
at://did:plc:drrwrzzfwlvfz22p5j52liq2/app.bsky.feed.post/3mjclqh3ols2j,1,0,11,29,29,18,7,1.5,0.0,0.9666666666666667,25,80,179,179,99,19,1.2222222222222223,0.1388888888888889,0.9944444444444445,5,7,11,11,4,-3,0.5,0.4166666666666667,0.9166666666666666,0,0,0,0,0,0,0.0,0.0,0.0,339.045998,10.347511,59.82525,9999.0,202,0,0,0.0,0,219,5.966666666666667,0.36666666666666664,0.0
at://did:plc:drwuflerg7robniiwyzew6xq/app.bsky.feed.post/3mjd25r5m7c25,1,7,18,22,22,4,-14,0.21052631578947367,0.30434782608695654,0.9565217391304348,57,118,174,174,56,-62,0.47058823529411764,0.32571428571428573,0.9942857142857143,2,4,6,6,2,-2,0.4,0.2857142857142857,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,88.289348,10.499763,88.093942,9999.0,61,1,0,0.0,0,202,7.565217391304348,0.2608695652173913,0.0
at://did:plc:drydwpe3suwb52rrz74pgxpk/app.bsky.feed.post/3mjcjblba5s2i,1,2,5,8,8,3,-2,0.5,0.2222222222222222,0.8888888888888888,3,6,14,14,8,2,1.1428571428571428,0.2,0.9333333333333333,1,1,3,3,2,1,1.0,0.25,0.75,0,0,0,0,0,0,0.0,0.0,0.0,23.177214,61.479299,166.769736,9999.0,7,1,0,0.0,0,25,1.5555555555555556,0.3333333333333333,0.0
at://did:plc:drydwpe3suwb52rrz74pgxpk/app.bsky.feed.post/3mjdoifmlf22x,1,2,9,23,23,14,5,1.4,0.08333333333333333,0.9583333333333334,7,37,94,94,57,20,1.5,0.07368421052631578,0.9894736842105263,0,4,11,11,7,3,1.4,0.0,0.9166666666666666,0,2,4,4,2,0,0.6666666666666666,0.0,0.8,73.706463,29.469715,527.331998,354.411068,129,1,0,0.0,0,132,3.9166666666666665,0.4583333333333333,0.16666666666666666
at://did:plc:dsge4aqgrmjgibe4saugz5jl/app.bsky.feed.post/3mjcuyrrvvc2w,1,3,7,12,12,5,-2,0.625,0.23076923076923078,0.9230769230769231,7,15,23,23,8,-7,0.5,0.2916666666666667,0.9583333333333334,1,6,6,6,0,-6,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,27.834141,25.268777,162.952268,9999.0,39,1,0,0.0,0,41,1.7692307692307692,0.46153846153846156,0.0
at://did:plc:dsluo4ff7pw2qw2vvbd4rlk3/app.bsky.feed.post/3mjd2rnsnpc2a,1,10,20,39,39,19,-1,0.9047619047619048,0.25,0.975,99,205,382,382,177,-28,0.8592233009708737,0.2584856396866841,0.9973890339425587,17,26,36,36,10,-16,0.37037037037037035,0.4594594594594595,0.972972972972973,0,0,1,1,1,1,1.0,0.0,0.5,8.604597,6.211506,45.015032,1247.486159,46,0,0,0.0,0,458,9.55,0.9,0.025
at://did:plc:dszduh2y2fogldoqbssezh4x/app.bsky.feed.post/3mjdvznd5vk2c,1,16,26,43,43,17,-9,0.6296296296296297,0.36363636363636365,0.9772727272727273,97,168,269,269,101,-67,0.5976331360946746,0.3592592592592593,0.9962962962962963,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,10.309444,4.494918,264.231681,9999.0,46,1,0,0.0,0,313,6.113636363636363,0.022727272727272728,0.0
at://did:plc:dt57ssk3lo7d7s4ybe57iczr/app.bsky.feed.post/3mjc2uxjlxu2t,1,3,5,16,16,11,6,1.8333333333333333,0.17647058823529413,0.9411764705882353,11,32,69,69,37,5,1.121212121212121,0.15714285714285714,0.9857142857142858,0,4,18,18,14,10,2.8,0.0,0.9473684210526315,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,63.355746,13.436968,369.204354,76.910375,13,1,0,0.0,0,105,4.0588235294117645,1.0588235294117647,0.11764705882352941
at://did:plc:dtcv4yos2yltyndwo62sy66i/app.bsky.feed.post/3mjcv4jjagk2o,1,0,0,1,1,1,1,1.0,0.0,0.5,4,4,8,8,4,0,0.8,0.4444444444444444,0.8888888888888888,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1789.511088,91.177156,9999.0,9999.0,0,1,0,0.0,0,9,4.0,0.0,0.0
at://did:plc:dtwphuxvtvimwtra5yh4ujt4/app.bsky.feed.post/3mjd42kygsz2d,1,32,61,70,70,9,-52,0.14516129032258066,0.4507042253521127,0.9859154929577465,121,219,272,272,53,-166,0.2409090909090909,0.4432234432234432,0.9963369963369964,14,20,20,20,0,-20,0.0,0.6666666666666666,0.9523809523809523,10,26,31,31,5,-21,0.18518518518518517,0.3125,0.96875,28.028607,10.240128,34.363614,39.800534,291,1,0,0.0,0,393,3.8309859154929575,0.28169014084507044,0.43661971830985913
at://did:plc:duagpipsc4ou4cul23oaxg7i/app.bsky.feed.post/3mjbn7ekg322v,1,1,3,4,4,1,-2,0.25,0.2,0.8,0,2,3,3,1,-1,0.3333333333333333,0.0,0.75,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,78.698182,324.389512,9999.0,9999.0,300,1,0,0.0,0,7,0.6,0.0,0.0
at://did:plc:duec53heo3to34kpkbnwway4/app.bsky.feed.post/3mjc43aahfc2b,1,25,76,133,133,57,-19,0.7402597402597403,0.1865671641791045,0.9925373134328358,66,184,321,321,137,-47,0.7405405405405405,0.20496894409937888,0.9968944099378882,3,11,18,18,7,-4,0.5833333333333334,0.15789473684210525,0.9473684210526315,2,7,10,10,3,-4,0.375,0.18181818181818182,0.9090909090909091,33.710537,14.378818,37.50007,140.681964,272,0,0,0.0,0,482,2.3955223880597014,0.13432835820895522,0.07462686567164178
at://did:plc:duec53heo3to34kpkbnwway4/app.bsky.feed.post/3mjcto6ttis2t,1,8,24,34,34,10,-14,0.4,0.22857142857142856,0.9714285714285714,22,57,92,92,35,-22,0.603448275862069,0.23655913978494625,0.989247311827957,0,3,5,5,2,-1,0.5,0.0,0.8333333333333334,0,0,0,0,0,0,0.0,0.0,0.0,52.688555,34.597712,765.108113,9999.0,293,0,0,0.0,0,131,2.6285714285714286,0.14285714285714285,0.0
at://did:plc:dvkgc6zzvfrtrqvpaimdxq6d/app.bsky.feed.post/3mjc7z6nxqc2n,1,1,4,24,24,20,16,4.0,0.04,0.96,3,10,79,79,69,59,6.2727272727272725,0.0375,0.9875,0,0,4,4,4,4,4.0,0.0,0.8,0,0,0,0,0,0,0.0,0.0,0.0,285.36647,54.298191,1032.686701,9999.0,0,1,0,0.0,0,107,3.16,0.16,0.0
at://did:plc:dvz3bhpjo4yrlqtoohbqa5bl/app.bsky.feed.post/3mjd36ivpmk2h,1,15,32,46,46,14,-18,0.42424242424242425,0.3191489361702128,0.9787234042553191,41,102,153,153,51,-51,0.49514563106796117,0.2662337662337662,0.9935064935064936,1,1,2,2,1,0,0.5,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,17.635495,15.551336,118.753954,9999.0,12,1,0,0.0,0,201,3.25531914893617,0.0425531914893617,0.0
at://did:plc:dwxute2hxmd6yxzjp6i6vux3/app.bsky.feed.post/3mjcpacy3bs2p,1,6,13,16,16,3,-10,0.21428571428571427,0.35294117647058826,0.9411764705882353,35,73,98,98,25,-48,0.33783783783783783,0.35353535353535354,0.98989898989899,1,1,3,3,2,1,1.0,0.25,0.75,0,0,0,0,0,0,0.0,0.0,0.0,21.429265,17.033082,90.168881,9999.0,79,1,0,0.0,0,117,5.764705882352941,0.17647058823529413,0.0
at://did:plc:dx5je5myk3uavb23e56nivhy/app.bsky.feed.post/3mjdhlmzso22r,1,1,5,8,8,3,-2,0.5,0.1111111111111111,0.8888888888888888,6,15,24,24,9,-6,0.5625,0.24,0.96,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,209.527823,41.890603,547.7913,9999.0,210,1,0,0.0,0,33,2.6666666666666665,0.1111111111111111,0.0
at://did:plc:dxivxjxyfekb4vpel6huyfzw/app.bsky.feed.post/3mjcxr2pbpk2x,1,0,1,1,1,0,-1,0.0,0.0,0.5,0,2,7,7,5,3,1.6666666666666667,0.0,0.875,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,503.856738,502.718969,9999.0,9999.0,0,1,0,0.0,0,8,3.5,0.0,0.0
at://did:plc:dybqgo6vyxtttsfz6qccffuh/app.bsky.feed.post/3mjcmc2c7cc2e,1,8,14,25,25,11,-3,0.7333333333333333,0.3076923076923077,0.9615384615384616,23,56,107,107,51,-5,0.8947368421052632,0.21296296296296297,0.9907407407407407,0,5,6,6,1,-4,0.16666666666666666,0.0,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,23.633109,21.516939,419.588143,9999.0,1,1,0,0.0,0,138,4.115384615384615,0.23076923076923078,0.0
at://did:plc:dys5x2lmkoat7zs3wzh7bzly/app.bsky.feed.post/3mjbpkz7jwk2l,1,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,2,1,0,0.5,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,150.510687,9999.0,9999.0,1,1,0,0.0,0,2,2.0,0.0,0.0
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjbrvetbhs2s,1,14,24,40,40,16,-8,0.64,0.34146341463414637,0.975609756097561,27,57,98,98,41,-16,0.7068965517241379,0.2727272727272727,0.98989898989899,3,7,8,8,1,-6,0.125,0.3333333333333333,0.8888888888888888,0,2,4,4,2,0,0.6666666666666666,0.0,0.8,36.723461,35.822486,102.521118,339.602858,298,1,0,0.0,0,150,2.3902439024390243,0.1951219512195122,0.0975609756097561
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjbud6foo22s,1,16,27,42,42,15,-12,0.5357142857142857,0.37209302325581395,0.9767441860465116,21,56,95,95,39,-17,0.6842105263157895,0.21875,0.9895833333333334,1,5,6,6,1,-4,0.16666666666666666,0.14285714285714285,0.8571428571428571,1,2,3,3,1,-1,0.3333333333333333,0.25,0.75,26.42309,14.903249,85.723273,35.921157,299,1,0,0.0,0,146,2.2093023255813953,0.13953488372093023,0.06976744186046512
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjc2kd3nvs2v,1,21,54,80,80,26,-28,0.4727272727272727,0.25925925925925924,0.9876543209876543,43,113,194,194,81,-32,0.7105263157894737,0.2205128205128205,0.9948717948717949,4,9,11,11,2,-7,0.2,0.3333333333333333,0.9166666666666666,2,6,13,13,7,1,1.0,0.14285714285714285,0.9285714285714286,7.167661,5.378426,102.289211,240.293168,280,1,0,0.0,0,298,2.3950617283950617,0.13580246913580246,0.16049382716049382
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjcb5ucza62n,1,35,68,113,113,45,-23,0.6521739130434783,0.30701754385964913,0.9912280701754386,51,116,231,231,115,-1,0.9829059829059829,0.21982758620689655,0.9956896551724138,1,8,14,14,6,-2,0.6666666666666666,0.06666666666666667,0.9333333333333333,3,10,20,20,10,0,0.9090909090909091,0.14285714285714285,0.9523809523809523,35.66203,32.397472,204.444854,152.090777,274,1,0,0.0,0,378,2.026315789473684,0.12280701754385964,0.17543859649122806
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjci3fqchc2z,1,32,55,92,92,37,-18,0.6607142857142857,0.34408602150537637,0.989247311827957,56,115,309,309,194,79,1.6724137931034482,0.18064516129032257,0.9967741935483871,0,5,17,17,12,7,2.0,0.0,0.9444444444444444,2,4,9,9,5,1,1.0,0.2,0.9,29.796565,15.95861,556.121792,140.095769,297,1,0,0.0,0,427,3.3225806451612905,0.1827956989247312,0.0967741935483871
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjcpqk64p222,1,30,56,88,88,32,-24,0.5614035087719298,0.33707865168539325,0.9887640449438202,62,132,221,221,89,-43,0.6691729323308271,0.27927927927927926,0.9954954954954955,2,4,12,12,8,4,1.6,0.15384615384615385,0.9230769230769231,3,5,9,9,4,-1,0.6666666666666666,0.3,0.9,23.647958,10.980454,199.939128,107.827925,271,1,0,0.0,0,330,2.4831460674157304,0.1348314606741573,0.10112359550561797
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjcqh5wlhk2k,1,14,28,42,42,14,-14,0.4827586206896552,0.32558139534883723,0.9767441860465116,30,77,118,118,41,-36,0.5256410256410257,0.25210084033613445,0.9915966386554622,1,4,6,6,2,-2,0.4,0.14285714285714285,0.8571428571428571,1,3,5,5,2,-1,0.5,0.16666666666666666,0.8333333333333334,37.930255,11.11257,166.827152,116.871505,276,1,0,0.0,0,171,2.744186046511628,0.13953488372093023,0.11627906976744186
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjctpvccc22u,1,47,120,209,209,89,-31,0.7355371900826446,0.22380952380952382,0.9952380952380953,79,220,410,410,190,-30,0.8597285067873304,0.1922141119221411,0.9975669099756691,6,13,19,19,6,-7,0.42857142857142855,0.3,0.95,8,23,33,33,10,-13,0.4166666666666667,0.23529411764705882,0.9705882352941176,19.956018,13.794943,92.70627,104.452154,296,1,0,0.0,0,671,1.9523809523809523,0.09047619047619047,0.15714285714285714
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjcydfx2ms27,1,61,130,194,194,64,-66,0.48854961832061067,0.3128205128205128,0.9948717948717949,99,252,496,496,244,-8,0.9644268774703557,0.19919517102615694,0.9979879275653923,6,19,38,38,19,0,0.95,0.15384615384615385,0.9743589743589743,10,35,53,53,18,-17,0.5,0.18518518518518517,0.9814814814814815,20.524415,21.922759,105.750003,66.816171,255,1,0,0.0,0,781,2.5435897435897434,0.19487179487179487,0.2717948717948718
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjd3baxqes2h,1,110,270,433,433,163,-107,0.6014760147601476,0.2534562211981567,0.9976958525345622,221,649,1140,1140,491,-158,0.7553846153846154,0.1936897458369851,0.9991235758106923,4,24,58,58,34,10,1.36,0.06779661016949153,0.9830508474576272,17,62,113,113,51,-11,0.8095238095238095,0.14912280701754385,0.9912280701754386,12.149912,11.113118,78.742537,93.390141,260,1,0,0.0,0,1744,2.6267281105990783,0.1336405529953917,0.26036866359447003
at://did:plc:dz47yib5thp2kqc5wxwfwd7p/app.bsky.feed.post/3mjdbuykzoq2s,1,38,75,107,107,32,-43,0.42105263157894735,0.35185185185185186,0.9907407407407407,86,179,273,273,94,-85,0.5222222222222223,0.31386861313868614,0.9963503649635036,2,8,15,15,7,-1,0.7777777777777778,0.125,0.9375,1,6,9,9,3,-3,0.42857142857142855,0.1,0.9,26.82392,16.765815,97.528742,108.795278,277,1,0,0.0,0,404,2.5277777777777777,0.1388888888888889,0.08333333333333333
at://did:plc:dz5f3vjel76gadbwitlu7igz/app.bsky.feed.post/3mjcmjxhtas2o,1,12,20,37,37,17,-3,0.8095238095238095,0.3157894736842105,0.9736842105263158,12,29,56,56,27,-2,0.9,0.21052631578947367,0.9824561403508771,2,5,9,9,4,-1,0.6666666666666666,0.2,0.9,0,0,0,0,0,0,0.0,0.0,0.0,41.370487,39.704667,61.855691,9999.0,299,1,0,0.0,0,102,1.4736842105263157,0.23684210526315788,0.0
at://did:plc:dz5f3vjel76gadbwitlu7igz/app.bsky.feed.post/3mjdle2w5l223,1,17,30,45,45,15,-15,0.4838709677419355,0.3695652173913043,0.9782608695652174,61,97,130,130,33,-64,0.336734693877551,0.46564885496183206,0.9923664122137404,1,2,5,5,3,1,1.0,0.16666666666666666,0.8333333333333334,2,3,6,6,3,0,0.75,0.2857142857142857,0.8571428571428571,23.79942,21.423896,201.189724,205.237911,299,1,0,0.0,0,186,2.8260869565217392,0.10869565217391304,0.13043478260869565
at://did:plc:dz6w7mj5jef6l2hipzig7v5l/app.bsky.feed.post/3mjckpquimc2j,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,43,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:dzezcmpb3fhcpns4n4xm4ur5/app.bsky.feed.post/3mjd5gjqtjr2w,1,30,54,67,67,13,-41,0.23636363636363636,0.4411764705882353,0.9852941176470589,142,251,326,326,75,-176,0.2976190476190476,0.43425076452599387,0.9969418960244648,16,33,41,41,8,-25,0.23529411764705882,0.38095238095238093,0.9761904761904762,9,22,28,28,6,-16,0.2608695652173913,0.3103448275862069,0.9655172413793104,21.084227,15.553927,49.639918,52.018899,179,1,0,0.0,0,462,4.794117647058823,0.6029411764705882,0.4117647058823529
at://did:plc:dzezcmpb3fhcpns4n4xm4ur5/app.bsky.feed.post/3mjdduwgudb2h,1,28,90,116,116,26,-64,0.2857142857142857,0.23931623931623933,0.9914529914529915,63,269,381,381,112,-157,0.4148148148148148,0.1649214659685864,0.9973821989528796,8,20,38,38,18,-2,0.8571428571428571,0.20512820512820512,0.9743589743589743,8,40,64,64,24,-16,0.5853658536585366,0.12307692307692308,0.9846153846153847,26.292394,14.592392,56.091317,45.003671,277,1,0,0.0,0,599,3.2564102564102564,0.3247863247863248,0.5470085470085471
at://did:plc:e27glpmqieaxssmmgfav66vb/app.bsky.feed.post/3mjc3uyhj6c2m,1,0,2,6,6,4,2,1.3333333333333333,0.0,0.8571428571428571,5,14,24,24,10,-4,0.6666666666666666,0.2,0.96,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,301.311629,40.005696,9999.0,9999.0,261,1,0,0.0,0,30,3.4285714285714284,0.0,0.0
at://did:plc:e2axcyfp6ddcyzpsd4s5trcu/app.bsky.feed.post/3mjcut6okl22z,1,1,5,9,9,4,-1,0.6666666666666666,0.1,0.9,16,28,45,45,17,-11,0.5862068965517241,0.34782608695652173,0.9782608695652174,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,91.712478,7.899236,381.888527,9999.0,73,1,0,0.0,0,55,4.5,0.1,0.0
at://did:plc:e2x3ggkpaxfpuucxiq5e3agh/app.bsky.feed.post/3mje25jn7hk2g,1,4,10,16,16,6,-4,0.5454545454545454,0.23529411764705882,0.9411764705882353,16,27,41,41,14,-13,0.5,0.38095238095238093,0.9761904761904762,0,0,1,1,1,1,1.0,0.0,0.5,0,1,1,1,0,-1,0.0,0.0,0.5,16.084637,25.985105,1744.282817,523.2049,28,1,0,0.0,0,59,2.411764705882353,0.058823529411764705,0.058823529411764705
at://did:plc:e35eyodbzdwnq37fvmbg3yjb/app.bsky.feed.post/3mjcsqp7hd22c,1,8,19,39,39,20,1,1.0,0.2,0.975,14,42,91,91,49,7,1.1395348837209303,0.15217391304347827,0.9891304347826086,1,1,3,3,2,1,1.0,0.25,0.75,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,23.551071,39.790173,157.683984,97.525695,234,1,0,0.0,0,135,2.275,0.075,0.05
at://did:plc:e3pen4wddee6lrbwniwwkwco/app.bsky.feed.post/3mjbjusco6k2c,1,1,4,9,9,5,1,1.0,0.1,0.9,3,12,28,28,16,4,1.2307692307692308,0.10344827586206896,0.9655172413793104,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,1.0,0.0,0.5,203.696702,87.279014,9999.0,1085.791886,299,1,0,0.0,0,38,2.8,0.0,0.1
at://did:plc:e3pen4wddee6lrbwniwwkwco/app.bsky.feed.post/3mjceuj4smk2o,1,3,6,10,10,4,-2,0.5714285714285714,0.2727272727272727,0.9090909090909091,9,13,31,31,18,5,1.2857142857142858,0.28125,0.96875,0,0,1,1,1,1,1.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,198.587063,47.038015,1599.652565,9999.0,258,1,0,0.0,0,42,2.8181818181818183,0.09090909090909091,0.0
at://did:plc:e456cblwqlpwoznjfk7s5dm5/app.bsky.feed.post/3mjdfsnxbns2m,1,8,12,34,34,22,10,1.6923076923076923,0.22857142857142856,0.9714285714285714,30,54,110,110,56,2,1.018181818181818,0.2702702702702703,0.990990990990991,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,18.752213,11.027542,9999.0,9999.0,19,1,0,0.0,0,144,3.142857142857143,0.0,0.0
at://did:plc:e4nqnkzxam23xow3mmmiov2v/app.bsky.feed.post/3mjdau3tcdk2j,1,5,14,28,28,14,0,0.9333333333333333,0.1724137931034483,0.9655172413793104,5,32,74,74,42,10,1.2727272727272727,0.06666666666666667,0.9866666666666667,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,104.887457,101.833107,9999.0,9999.0,155,1,0,0.0,0,102,2.5517241379310347,0.0,0.0
at://did:plc:e4tqkvdjxqapupkv6rnb6agp/app.bsky.feed.post/3mjcl3kdd322h,1,18,40,59,59,19,-21,0.4634146341463415,0.3,0.9833333333333333,77,137,219,219,82,-55,0.5942028985507246,0.35,0.9954545454545455,21,38,53,53,15,-23,0.38461538461538464,0.3888888888888889,0.9814814814814815,5,9,13,13,4,-5,0.4,0.35714285714285715,0.9285714285714286,19.417348,12.909647,51.372092,78.638455,64,1,0,0.0,0,344,3.65,0.8833333333333333,0.21666666666666667
at://did:plc:e4tqkvdjxqapupkv6rnb6agp/app.bsky.feed.post/3mjdb2vpycs2x,1,39,84,132,132,48,-36,0.5647058823529412,0.2932330827067669,0.9924812030075187,122,267,394,394,127,-140,0.47388059701492535,0.30886075949367087,0.9974683544303797,6,10,13,13,3,-7,0.2727272727272727,0.42857142857142855,0.9285714285714286,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,31.14376,12.144414,65.685872,1191.876357,260,1,0,0.0,0,541,2.962406015037594,0.09774436090225563,0.015037593984962405
at://did:plc:e5fvaynrjtvitveceuwd6wss/app.bsky.feed.post/3mjdybdbukc2x,1,14,34,51,51,17,-17,0.4857142857142857,0.2692307692307692,0.9807692307692307,87,203,310,310,107,-96,0.5245098039215687,0.2797427652733119,0.9967845659163987,8,22,37,37,15,-7,0.6521739130434783,0.21052631578947367,0.9736842105263158,1,4,6,6,2,-2,0.4,0.14285714285714285,0.8571428571428571,30.691509,10.424908,33.117012,255.525666,220,1,0,0.0,0,404,5.961538461538462,0.7115384615384616,0.11538461538461539
at://did:plc:e5llkdyqrlskwea6grx26wrw/app.bsky.feed.post/3mjd7qrains2d,1,9,17,30,30,13,-4,0.7222222222222222,0.2903225806451613,0.967741935483871,42,89,153,153,64,-25,0.7111111111111111,0.2727272727272727,0.9935064935064936,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,36.293634,20.95861,9999.0,9999.0,0,1,0,0.0,0,183,4.935483870967742,0.0,0.0
at://did:plc:e5nquqpgnat74nsibyevnxad/app.bsky.feed.post/3mjd62cqajs2k,1,5,30,69,69,39,9,1.2580645161290323,0.07142857142857142,0.9857142857142858,20,94,260,260,166,72,1.7473684210526317,0.07662835249042145,0.9961685823754789,1,2,6,6,4,2,1.3333333333333333,0.14285714285714285,0.8571428571428571,0,1,1,1,0,-1,0.0,0.0,0.5,134.31962,10.064083,0.649209,732.490509,293,0,0,0.0,0,336,3.7142857142857144,0.08571428571428572,0.014285714285714285
at://did:plc:e5xtwdmjyalr42yjazta5ucm/app.bsky.feed.post/3mjbv55gifc2h,1,6,16,32,32,16,0,0.9411764705882353,0.18181818181818182,0.9696969696969697,2,5,11,11,6,1,1.0,0.16666666666666666,0.9166666666666666,1,3,4,4,1,-2,0.25,0.2,0.8,0,0,0,0,0,0,0.0,0.0,0.0,31.651468,45.541348,256.125928,9999.0,81,1,0,0.0,0,47,0.3333333333333333,0.12121212121212122,0.0
at://did:plc:e5z6sbaarmy3ogzancrgfcdt/app.bsky.feed.post/3mjcaahu37n2y,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,1330.066495,9999.0,9999.0,227,1,0,0.0,0,2,2.0,0.0,0.0
at://did:plc:e62gb2ushvtvjvqcbrxeaw2n/app.bsky.feed.post/3mjdotktrac2d,1,61,181,398,398,217,36,1.1923076923076923,0.15288220551378445,0.9974937343358395,526,1511,3118,3118,1607,96,1.062830687830688,0.1686437960884899,0.9996793844180827,25,84,197,197,113,29,1.3294117647058823,0.12626262626262627,0.9949494949494949,6,13,24,24,11,-2,0.7857142857142857,0.24,0.96,25.062727,8.583909,39.216844,115.293782,54,0,0,0.0,0,3737,7.81453634085213,0.49373433583959897,0.06015037593984962
at://did:plc:e6n7jxtu2qrhwvp3j6ib6sq6/app.bsky.feed.post/3mjdjsy4cqc2m,1,34,54,71,71,17,-37,0.3090909090909091,0.4722222222222222,0.9861111111111112,238,406,548,548,142,-264,0.3488943488943489,0.4335154826958106,0.9981785063752276,8,9,11,11,2,-7,0.2,0.6666666666666666,0.9166666666666666,0,0,0,0,0,0,0.0,0.0,0.0,17.527211,9.215689,34.069034,9999.0,0,1,0,0.0,0,630,7.611111111111111,0.1527777777777778,0.0
at://did:plc:e6uuy23adnp4vehylpclperq/app.bsky.feed.post/3mjd2ptn5ds2w,1,16,26,35,35,9,-17,0.3333333333333333,0.4444444444444444,0.9722222222222222,51,102,151,151,49,-53,0.47572815533980584,0.3355263157894737,0.993421052631579,1,5,7,7,2,-3,0.3333333333333333,0.125,0.875,0,0,0,0,0,0,0.0,0.0,0.0,7.026159,4.055835,93.995871,9999.0,133,1,0,0.0,0,193,4.194444444444445,0.19444444444444445,0.0
at://did:plc:e6viblkcsztudabnp56gjh4v/app.bsky.feed.post/3mjcixxei322u,1,8,32,79,79,47,15,1.4242424242424243,0.1,0.9875,18,103,218,218,115,12,1.1057692307692308,0.0821917808219178,0.9954337899543378,4,14,31,31,17,3,1.1333333333333333,0.125,0.96875,0,4,10,10,6,2,1.2,0.0,0.9090909090909091,47.862821,32.54903,60.996828,409.627881,279,1,0,0.0,0,338,2.725,0.3875,0.125
at://did:plc:e6viblkcsztudabnp56gjh4v/app.bsky.feed.post/3mjcjxgqisk2u,1,2,12,42,42,30,18,2.3076923076923075,0.046511627906976744,0.9767441860465116,16,74,191,191,117,43,1.56,0.08333333333333333,0.9947916666666666,3,8,21,21,13,5,1.4444444444444444,0.13636363636363635,0.9545454545454546,0,2,4,4,2,0,0.6666666666666666,0.0,0.8,61.490313,19.494889,191.546177,695.372199,88,1,0,0.0,0,258,4.441860465116279,0.4883720930232558,0.09302325581395349
