uri,is_viral,repost_6m,repost_12m,repost_18m,repost_24m,repost_30m,repost_18_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_30m_log,like_6m,like_12m,like_18m,like_24m,like_30m,like_18_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_30m_log,reply_6m,reply_12m,reply_18m,reply_24m,reply_30m,reply_18_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_30m_log,quote_6m,quote_12m,quote_18m,quote_24m,quote_30m,quote_18_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_30m_log,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_follows,author_posts_count,author_followers_log,author_follows_log,author_posts_count_log,author_is_whale,author_ff_ratio,author_prior_post_count,author_prior_post_count_log,author_hist_mean_likes,author_hist_max_likes,author_hist_mean_reposts,author_hist_max_reposts,author_hist_mean_replies,author_hist_max_replies,author_hist_mean_quotes,author_hist_max_quotes,repost_engager_count,repost_engager_followers_max,repost_engager_followers_mean,repost_engager_followers_median,repost_engager_followers_sum,repost_engager_followers_std,repost_engager_reach_log,repost_whale_count,repost_whale_ratio,repost_reach_concentration,like_engager_count,like_engager_followers_max,like_engager_followers_mean,like_engager_followers_median,like_engager_followers_sum,like_engager_followers_std,like_engager_reach_log,like_whale_count,like_whale_ratio,like_reach_concentration,reply_engager_count,reply_engager_followers_max,reply_engager_followers_mean,reply_engager_followers_median,reply_engager_followers_sum,reply_engager_followers_std,reply_engager_reach_log,reply_whale_count,reply_whale_ratio,reply_reach_concentration,quote_engager_count,quote_engager_followers_max,quote_engager_followers_mean,quote_engager_followers_median,quote_engager_followers_sum,quote_engager_followers_std,quote_engager_reach_log,quote_whale_count,quote_whale_ratio,quote_reach_concentration,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m,total_engagement_18m,like_repost_ratio_18m,emotion_joy,emotion_moral_outrage,emotion_neutral,emotion_sadness,emotion_anger,emotion_label
at://did:plc:222rnvnta2lbl364bog2plxw/app.bsky.feed.post/3mjchpu7vls2o,1,21,31,42,49,63,21,-21,0.4883720930232558,0.328125,4.1588830833596715,101,167,204,242,325,121,-83,0.5902439024390244,0.3098159509202454,5.786897381366708,9,10,19,24,32,13,-6,0.65,0.2727272727272727,3.4965075614664802,3,3,3,4,4,1,-2,0.25,0.6,1.6094379124341003,15.797598,10.244528,68.198962,160.10711,114,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,5.078125,0.5,0.0625,268,4.744186046511628,0.0026468388,0.98362446,0.0024244036,0.0029760087,0.008328303,moral_outrage
at://did:plc:222rnvnta2lbl364bog2plxw/app.bsky.feed.post/3mjcwmas52c2q,1,24,41,51,57,67,16,-35,0.3076923076923077,0.35294117647058826,4.219507705176107,90,151,186,216,249,63,-123,0.33689839572192515,0.36,5.521460917862246,2,5,7,11,11,4,-3,0.5,0.16666666666666666,2.4849066497880004,0,0,1,3,4,3,2,1.5,0.0,1.6094379124341003,30.83909,7.14068,88.970576,937.067979,295,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,1539.0,1539.0,318.0,318.0,98.0,98.0,26.0,26.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,3.661764705882353,0.16176470588235295,0.058823529411764705,245,3.576923076923077,0.002459178,0.9813995,0.0107218595,0.0033380834,0.0020813488,moral_outrage
at://did:plc:222rnvnta2lbl364bog2plxw/app.bsky.feed.post/3mjd3ovghwc2b,1,61,98,120,130,142,22,-98,0.18181818181818182,0.42657342657342656,4.962844630259907,242,364,460,514,551,91,-369,0.19739696312364424,0.4384057971014493,6.313548046277095,6,11,15,18,18,3,-12,0.1875,0.3157894736842105,2.9444389791664403,2,6,6,6,7,1,-5,0.14285714285714285,0.25,2.0794415416798357,10.813669,9.738934,113.090936,21.391814,202,0,0,0,0,0.0,0.0,0.0,0,0.0,2,1.0986122886681098,1426.0,1539.0,315.0,318.0,62.5,98.0,19.5,26.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718,3.8531468531468533,0.1258741258741259,0.04895104895104895,601,3.8016528925619837,0.8566638,0.10254356,0.027546493,0.00668375,0.006562524,joy
at://did:plc:22gl4rbpkgcoxytuhphhqofi/app.bsky.feed.post/3mjcjmlsk4c25,1,1,2,2,7,11,9,7,3.0,0.08333333333333333,2.4849066497880004,6,10,11,14,19,8,-3,0.6666666666666666,0.3,2.995732273553991,0,1,1,1,2,1,0,0.5,0.0,1.0986122886681098,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,207.040011,25.75695,667.909595,569.304486,64,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1.5833333333333333,0.16666666666666666,0.08333333333333333,15,3.6666666666666665,0.0059285252,0.05264157,0.9309649,0.0080791,0.0023859453,neutral
at://did:plc:22hr43jug7e6bpdqhas2s74n/app.bsky.feed.post/3mjcbtisock2d,1,7,16,25,29,30,5,-20,0.19230769230769232,0.22580645161290322,3.4339872044851463,31,67,92,109,127,35,-57,0.3763440860215054,0.2421875,4.852030263919617,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,30.794336,11.008358,9999.0,9999.0,57,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,4.096774193548387,0.0,0.0,117,3.5384615384615383,0.86199313,0.0041666133,0.12876673,0.0022555,0.0028179274,joy
at://did:plc:22m4kc2r5hfwx3r22fowd3ld/app.bsky.feed.post/3mjbuv3aya22m,1,1,1,3,4,12,9,6,2.25,0.07692307692307693,2.5649493574615367,1,3,9,16,24,15,6,1.5,0.04,3.2188758248682006,0,1,1,1,2,1,0,0.5,0.0,1.0986122886681098,0,0,0,0,0,0,0,0.0,0.0,0.0,110.899485,107.833988,390.417936,9999.0,71,1,0,0,0,0.0,0.0,0.0,0,0.0,2,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1.8461538461538463,0.15384615384615385,0.0,13,2.25,0.002678093,0.9870969,0.0020593505,0.0034082716,0.0047573936,moral_outrage
at://did:plc:237vcx4ofjqqug56uinrax32/app.bsky.feed.post/3mjcok54wjc25,1,0,3,7,11,13,6,-1,0.75,0.0,2.6390573296152584,3,12,19,31,37,18,-1,0.9,0.07894736842105263,3.6375861597263857,1,4,5,10,13,8,3,1.3333333333333333,0.07142857142857142,2.6390573296152584,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,585.251103,79.62598,114.112932,690.70577,219,0,0,0,0,0.0,0.0,0.0,0,0.0,3,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2.642857142857143,0.9285714285714286,0.07142857142857142,32,2.375,0.003354825,0.98417735,0.0032765996,0.002668063,0.0065231705,moral_outrage
at://did:plc:2444wwiqjkcawdm7bzp2ubnw/app.bsky.feed.post/3mjdfwihhx22w,1,3,8,11,14,18,7,-4,0.5833333333333334,0.15789473684210525,2.9444389791664403,19,45,60,75,84,24,-36,0.39344262295081966,0.2235294117647059,4.442651256490317,1,3,3,4,7,4,1,1.0,0.125,2.0794415416798357,1,1,1,2,2,1,0,0.5,0.3333333333333333,1.0986122886681098,123.834971,13.749244,149.46316,106.850493,263,1,0,0,0,0.0,0.0,0.0,0,0.0,4,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,4.421052631578948,0.3684210526315789,0.10526315789473684,75,5.0,0.041481797,0.91653776,0.025163172,0.009680498,0.0071367025,moral_outrage
at://did:plc:247okjg2glpkhxejgezxp5gp/app.bsky.feed.post/3mjblir4lxc2p,1,8,10,12,12,13,1,-11,0.07692307692307693,0.5714285714285714,2.6390573296152584,11,18,24,26,33,9,-15,0.36,0.3235294117647059,3.5263605246161616,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,0,-1,0.0,0.5,0.6931471805599453,44.871284,31.421352,9999.0,148.295935,196,1,0,0,0,0.0,0.0,0.0,0,0.0,5,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,2.357142857142857,0.0,0.07142857142857142,37,1.8461538461538463,0.0045374944,0.9839184,0.004909747,0.0016478136,0.004986612,moral_outrage
at://did:plc:247okjg2glpkhxejgezxp5gp/app.bsky.feed.post/3mjbln5t7ws2p,1,2,6,8,13,17,9,1,1.0,0.1111111111111111,2.8903717578961645,10,18,30,43,56,26,-4,0.8387096774193549,0.17543859649122806,4.04305126783455,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,25.409629,24.139798,9999.0,9999.0,176,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,3.111111111111111,0.0,0.0,38,3.3333333333333335,0.0020778393,0.98790926,0.0045421463,0.0025161465,0.002954533,moral_outrage
at://did:plc:247okjg2glpkhxejgezxp5gp/app.bsky.feed.post/3mjd7ymkmcs2s,1,13,19,24,29,33,9,-15,0.36,0.38235294117647056,3.5263605246161616,35,48,63,71,82,19,-44,0.296875,0.42168674698795183,4.418840607796598,3,4,5,5,6,1,-4,0.16666666666666666,0.42857142857142855,1.9459101490553132,0,2,2,2,2,0,-2,0.0,0.0,1.0986122886681098,8.289406,6.638596,196.874476,372.339097,153,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,2.411764705882353,0.17647058823529413,0.058823529411764705,94,2.52,0.0050149616,0.97671026,0.002766175,0.0021663527,0.013342116,moral_outrage
at://did:plc:247okjg2glpkhxejgezxp5gp/app.bsky.feed.post/3mjdbl2tfvc2s,1,8,10,14,16,19,5,-9,0.3333333333333333,0.4,2.995732273553991,25,38,49,55,63,14,-35,0.28,0.390625,4.1588830833596715,1,2,2,3,3,1,-1,0.3333333333333333,0.25,1.3862943611198906,0,0,1,1,1,0,-1,0.0,0.0,0.6931471805599453,60.877088,22.509756,36.145281,941.425284,177,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,3.15,0.15,0.05,66,3.2666666666666666,0.002547726,0.98784655,0.003465672,0.0020167409,0.0041232915,moral_outrage
at://did:plc:24hnkyzkfnbnju7ux2m2rfip/app.bsky.feed.post/3mjcokfej3k2v,1,0,1,5,7,10,5,0,0.8333333333333334,0.0,2.3978952727983707,1,4,13,23,32,19,6,1.3571428571428572,0.030303030303030304,3.4965075614664802,0,1,4,5,8,4,0,0.8,0.0,2.1972245773362196,0,0,0,0,0,0,0,0.0,0.0,0.0,684.393591,73.723132,449.648885,9999.0,286,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2.909090909090909,0.7272727272727273,0.0,22,2.1666666666666665,0.0046965573,0.9842482,0.005129442,0.0014713717,0.004454399,moral_outrage
at://did:plc:25waj567vbwphpyqogvybo6n/app.bsky.feed.post/3mjcai6n3z32x,1,1,1,1,1,1,0,-1,0.0,0.5,0.6931471805599453,5,8,11,13,15,4,-7,0.3333333333333333,0.3125,2.772588722239781,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,156.699327,138.293788,9999.0,9999.0,164,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7.5,0.0,0.0,12,5.5,0.027978789,0.22514653,0.72419703,0.007868318,0.014809427,neutral
at://did:plc:25xawumvjmehxwq65liffsp7/app.bsky.feed.post/3mjdca5xyl22p,1,2,5,10,11,17,7,-3,0.6363636363636364,0.1111111111111111,2.8903717578961645,30,96,158,218,282,124,-34,0.779874213836478,0.10600706713780919,5.645446897643238,2,6,10,10,13,3,-7,0.2727272727272727,0.14285714285714285,2.6390573296152584,0,0,1,1,1,0,-1,0.0,0.0,0.6931471805599453,102.66906,13.091256,91.633947,767.890675,210,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,15.666666666666666,0.7222222222222222,0.05555555555555555,179,14.363636363636363,0.59346026,0.01387509,0.0064602587,0.37736833,0.008836065,joy
at://did:plc:26bclrrpe2dsfot6h6ysz4t7/app.bsky.feed.post/3mjcjfzx2m224,1,0,1,2,4,7,5,3,1.6666666666666667,0.0,2.0794415416798357,2,4,7,15,25,18,11,2.25,0.07692307692307693,3.258096538021482,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,665.183126,109.414892,9999.0,9999.0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3.125,0.0,0.0,9,2.3333333333333335,0.3127378,0.09906548,0.22056171,0.16193761,0.20569748,joy
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjcehakmsk2z,1,12,24,39,48,61,22,-17,0.55,0.1935483870967742,4.127134385045092,62,125,191,245,297,106,-85,0.5520833333333334,0.2080536912751678,5.697093486505405,3,4,5,7,9,4,-1,0.6666666666666666,0.3,2.302585092994046,2,4,7,7,8,1,-6,0.125,0.2222222222222222,2.1972245773362196,28.287191,14.230788,243.424301,279.98005,262,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,4.790322580645161,0.14516129032258066,0.12903225806451613,242,4.775,0.91163427,0.060817942,0.012927417,0.010344188,0.004276117,joy
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjd37zbc3c2b,1,100,158,196,226,253,57,-139,0.2893401015228426,0.3937007874015748,5.537334267018537,248,426,543,668,753,210,-333,0.3860294117647059,0.32891246684350134,6.625392368007956,10,17,26,32,35,9,-17,0.3333333333333333,0.2777777777777778,3.58351893845611,23,42,51,62,63,12,-39,0.23076923076923078,0.359375,4.1588830833596715,12.131082,8.880928,107.611396,32.69921,296,1,0,0,0,0.0,0.0,0.0,0,0.0,2,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104,2.9645669291338583,0.1377952755905512,0.24803149606299213,816,2.7563451776649748,0.41225684,0.0148986615,0.56432456,0.004899192,0.0036207347,neutral
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjd55xzex22w,1,52,77,107,155,195,88,-19,0.8148148148148148,0.2653061224489796,5.278114659230517,129,250,357,537,692,335,-22,0.9357541899441341,0.18614718614718614,6.541029999189903,9,14,20,27,37,17,-3,0.8095238095238095,0.23684210526315788,3.6375861597263857,4,4,7,9,14,7,0,0.875,0.26666666666666666,2.70805020110221,17.700196,12.621804,34.594138,25.255141,299,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938,3.5306122448979593,0.18877551020408162,0.07142857142857142,491,3.3055555555555554,0.002806896,0.98660207,0.005228036,0.0031030248,0.0022598496,moral_outrage
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjda3age722a,1,19,43,60,71,77,17,-43,0.2786885245901639,0.24358974358974358,4.356708826689592,115,220,338,434,497,159,-179,0.4690265486725664,0.23092369477911648,6.210600077024653,5,6,8,8,8,0,-8,0.0,0.5555555555555556,2.1972245773362196,1,1,4,4,4,0,-4,0.0,0.2,1.6094379124341003,41.123823,8.482778,34.505952,149.333722,73,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586,6.371794871794871,0.10256410256410256,0.05128205128205128,410,5.540983606557377,0.94980174,0.0031760274,0.003524621,0.03932283,0.0041747135,joy
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjdbiiasg22u,1,36,73,110,150,195,85,-25,0.7657657657657657,0.1836734693877551,5.278114659230517,116,265,404,534,660,256,-148,0.6320987654320988,0.17549167927382753,6.493753839851686,4,7,9,15,16,7,-2,0.7,0.23529411764705882,2.833213344056216,1,6,13,17,21,8,-5,0.5714285714285714,0.045454545454545456,3.091042453358316,9.536995,7.062957,20.476533,64.870827,169,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892,3.36734693877551,0.08163265306122448,0.10714285714285714,536,3.6396396396396398,0.8286675,0.108562335,0.04745232,0.0036187717,0.01169912,joy
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjdceko4wk2o,1,83,204,325,449,560,235,-90,0.7208588957055214,0.14795008912655971,6.329720905522696,259,632,1014,1457,1862,848,-166,0.8354679802955665,0.13902308105206657,7.529943370601589,4,10,17,25,31,14,-3,0.7777777777777778,0.125,3.4657359027997265,9,19,33,40,50,17,-16,0.5,0.17647058823529413,3.9318256327243257,12.033681,17.334556,177.457411,36.38649,298,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503,3.319073083778966,0.05525846702317291,0.08912655971479501,1389,3.1104294478527605,0.035433598,0.89600617,0.060452405,0.004537491,0.0035703408,moral_outrage
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjdeo44vbc25,1,17,26,35,43,43,8,-27,0.2222222222222222,0.38636363636363635,3.784189633918261,57,88,115,137,148,33,-82,0.28448275862068967,0.3825503355704698,5.003946305945459,2,2,2,2,4,2,0,0.6666666666666666,0.4,1.6094379124341003,1,2,3,3,3,0,-3,0.0,0.25,1.3862943611198906,28.378115,17.635724,58.58493,195.007728,300,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,3.3636363636363638,0.09090909090909091,0.06818181818181818,155,3.1944444444444446,0.009766704,0.92244786,0.05878045,0.0048625995,0.0041423743,moral_outrage
at://did:plc:26tsf647wqnoo7umh4ywwz7a/app.bsky.feed.post/3mjdflchpxk26,1,14,19,41,59,65,24,-17,0.5714285714285714,0.21212121212121213,4.189654742026425,69,114,255,351,397,142,-113,0.5546875,0.17336683417085427,5.986452005284438,2,2,3,5,5,2,-1,0.5,0.3333333333333333,1.791759469228055,0,0,0,2,2,2,2,2.0,0.0,1.0986122886681098,51.96841,15.676591,124.556488,1088.05538,127,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469,6.015151515151516,0.07575757575757576,0.030303030303030304,299,6.071428571428571,0.0022958803,0.9851719,0.0055920505,0.004491252,0.002448844,moral_outrage
at://did:plc:273qqx7d5qvms6e7atzq74f6/app.bsky.feed.post/3mjcxtojpm22r,1,6,11,14,17,22,8,-6,0.5333333333333333,0.2608695652173913,3.1354942159291497,25,43,54,71,83,29,-25,0.5272727272727272,0.2976190476190476,4.430816798843313,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,0,0,0,0,0,0,0,0.0,0.0,0.0,49.966956,9.256226,677.117159,9999.0,119,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,3.608695652173913,0.043478260869565216,0.0,69,3.6,0.98953176,0.0015035789,0.004322459,0.00173234,0.0029098962,joy
